timeDuration,nMovements,movementsDifficulty,robotSpeech,acrobaticMovements,movementsRepetition,movementsTransitionsDuration,humanMovements,balance,speed,bodyPartsCombination,musicBPM,sameStartEndPositionPlace,headMovement,armsMovement,handsMovement,legsMovement,feetMovement,musicGenre_electronic,musicGenre_folk,musicGenre_indie,musicGenre_latin,musicGenre_pop,musicGenre_rap,musicGenre_rock
105,22,3,0,2,2,3,2,2,3,2,130,1,2,3,1,3,2,0,0,0,1,0,0,0
133,18,2,0,3,3,2,3,3,2,3,90,0,1,1,2,3,3,0,0,1,0,0,0,0
137,19,2,1,3,3,1,2,1,2,3,139,0,3,3,2,1,2,0,0,0,0,1,0,0
102,17,3,1,3,2,3,2,2,1,3,123,1,1,2,2,1,3,0,0,0,0,1,0,0
129,20,2,1,2,2,1,3,3,1,3,100,1,3,3,2,1,3,0,0,0,0,0,0,1
121,21,3,1,1,3,2,3,3,2,2,127,0,1,3,1,1,3,0,0,0,0,0,0,0
112,11,2,1,1,1,2,3,3,1,2,127,0,2,3,2,2,1,1,0,0,0,0,0,0
97,23,1,1,1,1,1,1,2,1,2,148,0,1,3,2,2,2,0,1,0,0,0,0,0
119,19,1,1,2,1,1,1,3,3,3,86,0,1,2,1,1,2,0,0,0,0,0,1,0
119,15,1,1,1,2,3,1,2,1,3,118,0,2,3,1,1,1,0,0,1,0,0,0,0
112,11,2,1,1,1,2,3,3,1,2,127,0,2,3,2,2,1,1,0,0,0,0,0,0
125,13,3,0,2,1,2,1,1,1,2,157,0,2,3,3,2,2,1,0,0,0,0,0,0
116,16,3,1,3,2,1,1,1,2,3,98,1,3,2,3,2,3,0,0,0,0,0,0,0
93,21,3,1,2,1,1,3,1,1,3,144,1,2,1,2,2,1,0,0,1,0,0,0,0
104,19,1,1,1,3,1,2,1,3,1,127,0,2,1,3,3,1,0,0,0,0,0,0,1
128,21,1,0,3,3,1,3,1,2,3,105,1,3,2,2,2,1,0,0,0,1,0,0,0
111,16,3,0,3,3,1,2,2,3,3,140,0,3,1,2,1,2,0,0,1,0,0,0,0
116,20,2,0,1,1,3,3,3,3,2,126,0,2,1,2,2,3,0,0,0,0,0,1,0
100,14,2,1,2,1,1,1,3,1,3,146,0,2,1,3,1,2,0,0,0,0,0,0,1
135,21,1,1,2,3,2,3,1,2,2,135,0,3,2,2,3,3,0,0,0,0,0,0,1
104,14,2,0,3,2,1,1,3,3,3,153,1,3,1,1,2,1,0,0,0,0,0,1,0
100,17,1,1,1,2,2,3,3,2,1,156,1,3,2,2,2,2,0,0,0,0,0,0,1
122,12,2,1,1,3,2,3,3,2,3,103,0,3,3,2,3,2,0,0,0,0,1,0,0
98,15,2,1,1,3,2,2,1,2,3,135,0,1,3,3,2,2,0,0,0,0,0,0,1
115,20,1,1,2,1,1,2,1,1,2,128,0,1,3,1,2,1,0,0,0,0,0,0,1
119,19,2,1,1,3,2,2,2,2,3,95,0,3,3,3,2,3,0,0,0,0,0,0,1
96,17,2,1,1,1,3,2,1,2,1,114,0,3,1,2,3,2,0,0,0,0,0,1,0
125,18,2,0,3,1,3,3,1,1,1,124,1,2,2,1,1,1,0,0,0,0,0,0,1
94,18,2,0,1,2,3,3,3,1,1,137,1,1,1,1,3,3,0,0,0,0,0,0,1
131,18,3,1,1,1,2,1,2,1,1,120,0,1,2,1,1,3,0,0,1,0,0,0,0
108,12,3,0,2,1,3,2,1,2,2,138,0,3,1,2,3,1,0,0,0,0,0,0,1
112,22,3,0,2,1,2,3,3,3,3,125,1,3,2,1,3,2,0,0,0,0,1,0,0
113,16,2,0,3,3,2,2,3,1,3,137,1,1,1,3,1,2,0,0,0,0,0,1,0
122,16,3,0,3,2,3,2,2,2,2,120,0,2,3,2,1,3,0,0,0,0,1,0,0
158,21,1,0,2,2,2,1,1,1,2,120,0,1,1,2,1,1,1,0,0,0,0,0,0
97,14,3,0,1,3,1,2,2,3,1,147,0,2,1,3,3,3,0,0,0,0,1,0,0
130,15,3,0,1,3,1,2,1,1,3,122,0,2,1,3,2,3,0,1,0,0,0,0,0
145,17,2,0,2,3,1,1,2,3,3,148,0,1,3,2,1,2,0,0,0,0,0,0,1
90,15,1,0,1,2,2,2,1,3,2,153,0,1,1,2,3,3,0,0,1,0,0,0,0
99,17,2,1,1,1,1,3,2,3,2,116,0,1,2,1,2,3,1,0,0,0,0,0,0
106,20,2,0,1,1,2,2,2,3,3,123,1,2,1,2,3,3,0,1,0,0,0,0,0
118,20,3,0,3,2,2,3,3,2,3,140,1,2,3,2,3,2,0,0,0,0,0,0,1
97,18,1,1,2,1,1,2,1,1,2,128,0,1,1,1,2,2,0,0,0,0,0,0,1
104,10,2,1,2,1,1,2,1,2,2,161,1,3,3,3,2,3,0,0,1,0,0,0,0
90,21,2,1,3,3,3,1,1,2,1,106,0,3,3,1,2,3,0,1,0,0,0,0,0
120,11,1,0,3,3,1,1,3,2,3,154,0,1,3,1,3,1,0,0,0,0,0,0,1
154,19,2,0,2,2,1,2,1,3,1,98,0,1,2,1,1,3,1,0,0,0,0,0,0
106,17,1,0,2,2,1,1,2,2,2,103,0,2,2,3,1,1,0,0,0,0,0,0,0
158,21,1,1,1,1,2,1,1,2,1,120,0,1,1,1,1,1,0,0,0,0,0,0,1
104,19,2,1,1,1,2,1,2,3,2,145,1,2,2,1,1,3,0,0,0,0,0,0,1
128,15,1,0,2,1,2,1,3,2,3,145,0,2,2,1,2,1,0,0,1,0,0,0,0
103,9,1,0,2,3,1,1,2,3,1,166,0,3,1,1,3,1,0,1,0,0,0,0,0
138,21,3,1,1,2,1,3,2,1,2,86,0,1,3,2,2,3,0,0,0,1,0,0,0
125,20,3,0,3,2,2,3,3,2,3,128,0,2,3,2,3,2,1,0,0,0,0,0,0
112,11,2,1,1,1,2,3,3,1,2,127,0,2,3,2,2,1,1,0,0,0,0,0,0
135,16,1,1,2,1,1,1,1,3,2,88,1,1,2,1,3,1,0,1,0,0,0,0,0
120,22,1,1,3,2,3,1,3,2,2,128,1,2,1,2,2,1,0,1,0,0,0,0,0
97,21,2,0,3,2,1,3,2,1,1,128,1,1,1,3,2,2,1,0,0,0,0,0,0
90,15,1,0,1,1,2,2,3,3,3,147,1,1,3,1,1,3,0,0,0,0,0,0,1
139,19,3,1,2,3,1,2,1,1,2,121,1,3,3,2,3,2,0,0,0,0,0,1,0
115,21,3,1,1,1,3,2,1,1,1,128,1,3,1,3,2,2,0,0,0,1,0,0,0
90,21,1,0,1,1,3,3,3,3,2,140,1,2,1,3,2,3,1,0,0,0,0,0,0
100,12,2,0,1,3,3,2,3,1,1,136,1,1,2,2,2,1,0,0,0,0,0,1,0
102,19,1,1,2,1,1,2,1,1,1,128,0,2,1,2,1,2,0,0,0,0,0,0,0
149,22,2,0,2,2,2,1,1,1,3,90,1,2,2,1,1,2,0,0,0,0,1,0,0
108,15,2,1,1,3,2,3,2,1,2,134,1,1,3,1,3,1,0,1,0,0,0,0,0
118,20,3,0,3,2,2,3,3,2,3,140,1,2,3,2,3,2,0,0,0,0,0,0,1
99,18,1,1,3,1,2,3,1,3,1,164,1,2,3,3,1,1,0,1,0,0,0,0,0
114,14,1,0,2,2,3,1,1,3,2,119,0,3,1,3,3,3,0,0,0,0,1,0,0
132,22,1,1,1,3,2,3,2,3,3,86,0,3,3,2,2,1,0,0,0,0,0,1,0
109,10,3,0,1,1,2,3,3,2,2,136,0,1,1,3,3,3,1,0,0,0,0,0,0
100,17,1,1,1,2,2,3,3,2,1,156,1,3,2,2,2,2,0,0,0,0,0,0,1
100,13,3,1,3,1,3,3,2,1,2,136,1,3,1,2,1,2,1,0,0,0,0,0,0
112,20,2,0,2,3,1,3,1,1,3,87,1,2,1,2,2,1,0,0,0,0,0,0,1
110,20,2,0,3,2,2,3,3,3,3,140,1,2,3,3,3,3,0,0,0,0,0,0,1
127,19,1,0,1,3,1,3,3,1,3,124,0,1,2,1,2,3,0,0,0,0,0,0,1
126,17,1,0,1,3,1,1,2,1,3,93,0,3,3,1,3,3,0,0,1,0,0,0,0
103,19,3,1,1,2,1,3,2,1,2,134,1,1,2,1,2,3,0,0,0,0,0,0,1
151,19,1,1,3,2,1,1,1,2,1,148,0,2,1,2,2,1,0,0,0,0,0,0,1
118,18,1,0,3,1,1,2,2,1,2,116,0,3,1,3,2,2,1,0,0,0,0,0,0
116,18,3,1,2,1,2,2,1,3,1,133,1,1,2,3,3,2,0,0,0,0,1,0,0
108,20,2,0,1,3,2,2,3,2,2,111,0,1,3,3,3,1,0,0,0,0,0,0,0
103,16,1,0,1,2,2,2,1,3,3,106,0,2,1,1,2,3,0,0,0,1,0,0,0
96,19,3,1,2,2,2,1,3,2,3,136,0,3,3,1,3,3,0,0,0,0,1,0,0
96,10,1,0,3,2,3,3,1,1,3,134,1,2,3,1,2,1,0,0,1,0,0,0,0
108,10,2,1,2,3,2,2,1,1,1,131,1,1,1,2,2,1,0,1,0,0,0,0,0
135,15,2,1,1,2,1,3,3,3,3,98,0,3,3,2,3,2,0,0,0,0,1,0,0
118,20,3,0,3,2,2,3,3,2,3,140,1,2,3,2,3,2,0,0,0,0,0,0,1
98,14,2,0,3,1,3,2,1,1,1,130,0,3,2,3,1,1,0,0,0,0,0,0,1
142,19,1,0,1,1,2,1,1,1,1,90,1,2,1,1,1,1,0,0,0,0,0,0,1
100,17,1,1,1,2,2,3,3,2,1,156,1,3,2,2,2,2,0,0,0,0,0,0,1
128,15,1,0,1,3,1,3,3,2,3,118,1,3,3,2,3,1,0,0,0,0,1,0,0
104,16,3,1,1,2,1,3,2,1,2,94,0,3,1,2,2,1,0,0,1,0,0,0,0
94,15,2,1,1,2,2,2,2,3,3,157,1,3,3,3,3,2,1,0,0,0,0,0,0
101,19,2,0,2,2,1,3,1,1,1,119,1,2,1,3,3,1,1,0,0,0,0,0,0
127,19,1,0,3,3,1,3,3,2,3,96,0,2,3,1,1,3,0,0,1,0,0,0,0
108,16,2,1,2,3,1,1,1,3,1,92,0,3,1,2,1,2,1,0,0,0,0,0,0
112,15,2,1,1,3,1,2,2,3,2,98,0,3,3,1,3,1,0,0,0,0,1,0,0
98,16,2,1,3,3,2,2,3,2,3,118,0,2,2,3,1,2,0,0,0,0,1,0,0
122,17,3,1,3,1,3,2,3,2,3,108,1,3,1,2,2,3,0,0,0,0,0,0,1
101,18,1,0,2,1,2,3,2,1,3,124,0,3,3,3,2,3,0,1,0,0,0,0,0
128,15,1,0,1,3,1,3,3,2,3,118,1,3,3,2,3,1,0,0,0,0,1,0,0
107,16,3,1,1,1,3,3,1,1,1,110,0,2,2,2,1,2,1,0,0,0,0,0,0
1116,22,2,1,1,3,1,1,2,2,3,97,1,3,2,3,3,1,0,0,0,0,1,0,0
113,13,3,1,1,3,1,3,3,2,1,95,0,3,3,3,2,3,0,0,0,0,0,0,1
108,23,2,1,2,3,2,2,2,1,3,116,0,2,3,1,1,1,0,0,0,0,0,1,0
105,19,3,0,3,2,2,3,3,2,3,110,1,2,2,3,3,2,0,0,0,1,0,0,0
105,20,3,1,1,1,2,3,1,3,1,100,0,2,3,3,2,3,0,0,0,0,0,0,1
110,20,3,0,3,2,1,1,1,3,1,131,1,3,1,3,1,3,0,1,0,0,0,0,0
93,12,1,0,2,1,3,3,1,3,2,130,0,1,3,3,3,2,0,0,0,1,0,0,0
111,15,3,1,1,3,1,3,1,2,3,143,0,3,3,1,2,3,0,0,0,0,0,1,0
116,17,3,1,3,2,1,2,2,2,2,104,0,2,3,3,1,1,0,1,0,0,0,0,0
113,21,2,1,1,3,2,2,2,2,1,122,1,3,1,1,2,2,1,0,0,0,0,0,0
167,21,2,0,1,1,3,3,1,1,2,94,0,1,3,2,3,1,1,0,0,0,0,0,0
123,10,2,0,1,3,1,2,1,3,3,135,1,1,3,3,2,1,0,0,0,0,0,0,1
141,22,3,1,3,1,2,2,2,3,1,99,1,1,2,1,1,3,0,0,0,0,1,0,0
103,14,3,0,1,3,1,1,1,1,1,106,0,2,3,2,3,1,0,0,0,1,0,0,0
118,19,2,1,2,2,2,2,1,2,1,110,1,1,1,1,2,2,0,1,0,0,0,0,0
98,19,2,0,1,1,1,2,2,2,2,136,0,2,3,1,2,3,0,0,0,0,0,0,1
114,21,1,1,3,2,2,2,2,2,3,112,0,2,3,2,3,1,0,0,0,0,0,1,0
111,14,1,0,2,2,2,1,1,1,3,129,0,1,3,2,3,1,0,0,0,0,0,0,0
108,22,1,0,1,2,3,1,3,1,3,129,1,2,3,3,2,3,0,0,0,0,0,0,1
121,12,2,0,1,2,1,1,2,2,3,136,1,2,3,3,3,2,0,0,0,0,1,0,0
140,20,1,1,2,1,1,1,1,3,1,124,1,3,3,3,2,1,0,0,0,0,0,0,0
99,15,1,0,3,1,2,1,2,3,2,124,0,2,2,3,1,3,1,0,0,0,0,0,0
118,20,3,0,3,2,2,3,3,2,3,140,1,2,3,2,3,2,0,0,0,0,0,0,1
112,11,2,1,1,1,2,3,3,1,2,127,0,2,3,2,2,1,1,0,0,0,0,0,0
123,19,1,0,3,1,1,3,1,2,3,120,0,1,3,1,3,1,0,0,0,0,0,0,1
117,15,3,0,2,2,2,2,3,2,3,161,0,1,2,3,1,3,0,1,0,0,0,0,0
103,19,1,1,2,2,2,2,3,1,1,147,0,2,3,2,1,2,0,0,0,0,0,0,1
145,14,3,1,2,3,1,1,3,1,2,88,1,3,3,2,2,2,0,0,0,0,0,0,1
114,20,2,0,3,2,1,3,2,1,1,140,1,2,2,2,1,2,0,0,0,1,0,0,0
111,12,2,0,3,3,1,3,3,1,1,144,0,2,1,1,2,2,1,0,0,0,0,0,0
97,17,3,1,3,2,1,1,3,3,2,119,0,3,3,1,1,1,0,0,0,0,0,0,0
101,13,1,1,2,3,1,3,3,1,2,160,1,3,3,1,1,3,0,0,0,0,1,0,0
137,20,3,0,3,3,1,3,3,1,2,86,1,3,1,2,2,3,0,0,0,1,0,0,0
102,18,2,0,3,3,2,1,3,3,3,157,0,3,3,1,1,1,0,0,1,0,0,0,0
98,21,2,1,2,2,2,2,1,3,2,120,1,3,2,3,3,3,0,0,0,0,0,1,0
122,11,1,1,2,1,1,1,1,3,2,127,1,2,1,2,3,1,0,0,0,0,1,0,0
108,20,1,1,1,1,2,2,1,3,1,123,0,3,2,2,1,1,0,1,0,0,0,0,0
128,15,1,0,1,3,1,3,3,2,3,118,1,3,3,2,3,1,0,0,0,0,1,0,0
112,22,2,0,1,3,2,2,1,1,1,110,1,1,3,3,3,2,0,0,0,0,1,0,0
115,17,2,1,3,3,2,1,2,1,1,151,1,1,1,2,3,1,0,0,0,0,1,0,0
114,13,1,0,1,3,2,1,3,3,1,130,1,3,3,2,2,2,0,0,0,0,0,1,0
109,20,2,1,2,2,3,2,1,3,3,110,0,3,1,1,3,2,0,0,0,0,0,0,0
96,17,3,1,1,1,2,3,2,1,3,100,1,2,1,3,2,1,0,0,0,0,0,0,0
153,22,2,0,2,3,1,1,1,2,2,128,0,1,3,1,3,2,0,0,0,0,0,0,1
130,19,1,0,1,1,1,1,1,1,1,90,1,1,1,1,1,1,0,0,0,0,0,0,0
106,19,3,1,2,1,2,3,3,2,2,140,1,1,2,3,3,3,0,0,0,1,0,0,0
109,22,2,1,1,1,2,3,1,1,1,143,0,1,2,3,1,3,0,0,0,0,0,1,0
151,16,3,1,1,1,2,2,2,3,1,136,0,2,1,3,1,1,1,0,0,0,0,0,0
104,22,2,1,1,2,1,1,2,1,2,134,1,1,3,3,2,2,0,1,0,0,0,0,0
108,13,2,1,2,1,3,1,2,3,1,115,1,2,2,2,2,1,0,0,0,0,0,0,0
124,12,2,1,2,3,2,3,1,2,2,93,0,3,3,1,2,2,1,0,0,0,0,0,0
105,20,3,0,2,1,2,1,2,3,1,90,1,1,3,1,3,1,0,0,0,1,0,0,0
128,20,3,0,2,3,1,3,2,3,1,93,1,1,2,1,2,2,0,0,0,0,1,0,0
140,18,1,0,1,1,1,1,1,1,1,140,0,1,2,1,1,1,0,0,0,0,0,0,1
117,21,2,1,3,2,1,1,2,2,1,129,1,2,3,2,2,1,0,0,0,0,0,0,1
102,21,3,1,3,2,2,2,1,1,2,119,1,2,2,1,2,1,0,0,1,0,0,0,0
100,12,2,0,1,3,3,2,3,1,1,136,1,1,2,2,2,1,0,0,0,0,0,1,0
125,22,3,0,1,1,2,3,2,1,2,117,0,2,3,3,1,2,0,0,0,0,0,1,0
77,20,1,1,3,1,1,3,3,1,1,103,0,3,2,3,1,2,0,0,0,0,1,0,0
114,22,1,0,1,1,1,2,1,1,3,114,0,3,1,1,1,2,0,0,0,1,0,0,0
120,23,1,1,1,1,2,1,3,2,1,129,1,3,1,1,1,1,0,0,0,1,0,0,0
112,10,2,1,1,3,1,3,3,3,3,159,0,3,3,2,3,2,0,0,0,0,1,0,0
125,13,2,1,1,1,2,1,2,1,2,154,1,3,3,2,1,3,0,0,1,0,0,0,0
99,15,3,0,3,2,2,1,1,1,1,158,1,3,1,3,1,1,0,0,0,0,0,0,1
109,17,3,1,2,2,2,2,3,2,1,140,1,2,3,2,3,2,1,0,0,0,0,0,0
112,15,2,1,1,3,1,2,2,3,2,98,0,3,3,1,3,1,0,0,0,0,1,0,0
123,19,1,0,3,3,2,3,3,2,1,132,1,3,3,1,3,1,0,0,0,0,0,1,0
125,16,1,0,3,2,1,2,1,1,2,123,1,2,3,2,1,2,0,0,1,0,0,0,0
122,19,1,1,2,2,2,2,1,3,1,128,1,1,1,1,2,2,0,0,0,0,0,0,0
111,18,2,1,1,2,2,3,2,2,1,150,1,1,2,2,3,2,1,0,0,0,0,0,0
101,12,3,1,2,2,3,2,2,3,2,138,1,2,3,1,1,3,1,0,0,0,0,0,0
148,21,1,1,3,3,1,3,2,1,2,98,0,2,3,1,2,1,0,0,0,0,0,0,1
124,21,1,1,3,2,2,2,3,2,1,112,1,3,3,1,1,2,0,0,0,0,0,0,1
133,13,3,0,1,1,1,3,1,2,3,99,1,1,1,1,3,1,0,0,0,1,0,0,0
93,17,3,0,2,1,2,3,3,3,2,148,0,2,3,3,1,3,0,0,0,1,0,0,0
125,16,2,0,2,3,1,3,3,1,2,104,1,1,2,3,2,2,0,1,0,0,0,0,0
87,18,2,0,3,2,2,3,1,2,2,136,1,3,3,2,2,3,0,0,0,0,0,0,1
122,19,2,0,3,2,1,1,3,1,3,120,0,3,3,1,1,2,1,0,0,0,0,0,0
103,18,3,0,3,2,2,3,2,3,1,129,0,1,2,1,1,2,0,0,0,0,0,1,0
120,21,3,1,2,2,1,1,1,2,2,128,0,3,1,3,3,2,0,0,0,0,0,0,1
111,13,1,0,2,3,3,2,1,1,2,107,0,2,1,3,2,2,0,0,0,0,1,0,0
118,20,1,1,3,2,2,1,2,1,3,82,0,1,1,3,2,3,0,1,0,0,0,0,0
130,14,3,1,3,2,2,3,2,3,2,94,0,2,1,1,3,3,1,0,0,0,0,0,0
122,20,1,0,2,2,2,2,2,2,2,128,1,2,1,3,2,3,0,0,0,1,0,0,0
91,19,1,0,3,3,3,2,2,3,1,110,1,1,3,1,1,1,0,0,0,0,0,0,0
99,19,1,0,3,1,1,3,1,1,2,90,1,2,1,2,3,2,1,0,0,0,0,0,0
148,21,3,1,3,2,1,3,1,1,3,126,1,1,2,2,3,2,1,0,0,0,0,0,0
137,21,1,0,2,1,3,1,1,3,3,124,0,2,2,1,1,3,0,0,0,0,0,0,1
134,20,2,1,1,1,1,1,1,2,1,135,0,3,2,2,3,3,0,0,0,0,0,1,0
110,14,1,0,3,2,1,3,2,3,3,149,1,3,1,2,1,3,1,0,0,0,0,0,0
134,13,3,0,2,3,2,3,2,1,3,151,0,2,2,2,1,3,0,0,0,0,0,0,1
120,21,1,0,3,3,1,1,1,1,1,116,1,1,2,2,1,2,0,0,0,0,0,1,0
100,17,1,1,1,2,2,3,3,2,1,156,1,3,2,2,2,2,0,0,0,0,0,0,1
122,16,1,1,2,1,2,3,3,1,2,148,1,3,1,3,3,3,1,0,0,0,0,0,0
131,14,3,1,1,2,2,3,2,3,3,153,0,1,3,3,3,1,0,0,0,1,0,0,0
105,14,3,0,1,1,1,3,1,2,3,95,1,1,2,2,3,1,1,0,0,0,0,0,0
128,13,1,1,2,1,1,2,1,1,2,105,0,3,1,1,1,2,0,0,1,0,0,0,0
135,22,1,0,3,3,1,3,3,3,3,111,1,1,2,3,3,2,1,0,0,0,0,0,0
120,17,3,0,1,3,1,1,2,2,2,82,1,1,2,1,2,3,0,1,0,0,0,0,0
124,14,1,1,3,1,1,3,3,1,2,127,0,3,1,1,3,1,1,0,0,0,0,0,0
140,18,1,0,1,1,1,1,1,1,1,140,0,1,2,1,1,1,0,0,0,0,0,0,1
129,17,1,0,1,2,2,3,1,2,1,85,0,1,3,3,3,1,0,1,0,0,0,0,0
108,11,2,1,2,3,1,1,2,3,3,165,0,3,1,1,2,3,0,0,0,0,0,1,0
110,21,1,0,2,2,2,2,3,1,3,132,0,3,1,1,2,2,0,0,0,0,0,0,1
99,11,1,1,1,2,3,2,1,1,3,129,0,3,2,2,3,3,0,0,0,0,0,0,0
152,19,2,0,2,1,2,3,3,2,3,90,1,3,2,3,1,1,1,0,0,0,0,0,0
102,18,2,0,1,2,2,3,3,1,2,87,0,3,1,3,3,3,0,1,0,0,0,0,0
109,20,3,1,3,3,1,3,3,2,3,115,1,1,3,1,2,2,0,1,0,0,0,0,0
92,17,2,0,1,3,3,1,1,2,2,109,0,2,2,2,1,1,0,1,0,0,0,0,0
91,13,3,1,2,3,3,3,1,2,3,143,0,1,2,1,3,3,0,0,0,0,0,0,1
114,9,1,0,3,2,1,2,1,2,3,165,0,3,3,2,2,1,0,0,0,0,1,0,0
125,21,1,0,1,1,2,1,1,1,2,110,1,2,1,2,1,1,0,0,0,0,0,0,0
112,18,2,0,3,1,1,3,2,1,1,122,1,2,2,2,1,1,0,0,0,1,0,0,0
132,22,2,0,3,1,1,3,2,1,3,124,1,2,3,2,1,1,1,0,0,0,0,0,0
112,10,2,1,1,3,1,3,3,3,3,159,0,3,3,2,3,2,0,0,0,0,1,0,0
113,22,3,1,3,1,1,3,2,3,3,125,1,1,3,3,3,1,1,0,0,0,0,0,0
112,24,1,1,2,3,1,1,1,1,3,125,0,3,3,1,1,1,0,1,0,0,0,0,0
104,19,3,1,3,3,2,3,3,3,3,147,0,2,3,1,3,1,0,0,0,0,0,0,1
114,20,2,0,1,3,3,3,1,2,1,112,1,3,3,2,2,1,0,0,0,0,1,0,0
97,23,1,1,3,1,3,1,3,2,1,132,1,3,1,2,2,2,0,0,1,0,0,0,0
120,20,1,0,1,1,1,1,1,1,2,110,1,1,1,2,1,1,0,0,0,1,0,0,0
138,13,3,0,2,3,1,1,2,1,1,98,1,3,2,3,2,2,0,0,0,0,1,0,0
111,16,1,1,2,3,1,3,1,1,1,105,0,1,1,2,3,2,1,0,0,0,0,0,0
102,10,1,0,2,3,1,2,2,3,2,168,0,1,2,1,3,3,0,0,0,0,1,0,0
105,15,3,1,2,3,2,1,3,2,3,141,1,2,1,2,3,3,0,0,0,0,1,0,0
140,17,2,1,3,2,1,2,3,3,2,91,1,1,3,1,1,2,0,0,0,0,0,1,0
98,19,3,0,2,2,1,3,1,2,3,118,1,2,3,3,2,1,1,0,0,0,0,0,0
102,13,3,0,3,3,1,3,2,1,2,141,1,3,3,3,2,2,0,1,0,0,0,0,0
110,20,2,0,2,2,2,3,2,2,3,90,1,2,2,2,2,2,0,0,0,0,0,0,0
105,10,2,0,1,1,3,2,3,2,1,135,0,1,2,3,2,1,0,1,0,0,0,0,0
95,21,1,0,1,3,1,2,2,1,3,140,1,1,3,1,1,3,0,0,0,1,0,0,0
106,11,2,1,2,1,2,2,1,3,1,125,1,3,3,1,1,2,0,1,0,0,0,0,0
90,15,2,0,1,1,2,1,3,1,2,162,1,2,1,3,2,3,0,0,0,0,0,0,1
104,22,3,1,2,2,1,2,2,1,2,103,0,1,2,2,2,3,1,0,0,0,0,0,0
100,18,2,0,2,1,2,3,2,2,3,110,0,1,3,3,3,3,0,0,0,1,0,0,0
127,19,1,1,2,2,3,1,1,1,1,90,0,2,3,3,3,1,1,0,0,0,0,0,0
74,16,3,1,3,1,1,3,3,3,2,106,0,3,3,3,3,1,0,0,1,0,0,0,0
140,20,2,0,2,1,1,2,1,1,2,120,0,1,2,1,2,2,0,1,0,0,0,0,0
122,12,2,1,1,3,2,3,3,2,3,103,0,3,3,2,3,2,0,0,0,0,1,0,0
115,21,2,0,3,1,2,3,2,2,3,120,0,1,3,2,3,2,0,1,0,0,0,0,0
114,10,1,1,1,2,1,3,2,2,3,134,0,3,3,1,2,3,0,0,0,0,1,0,0
123,17,3,0,1,3,1,3,1,2,3,119,0,3,3,1,2,2,0,0,1,0,0,0,0
95,19,3,1,3,1,1,2,2,2,2,126,1,1,2,3,3,1,0,1,0,0,0,0,0
116,21,2,0,1,3,2,1,1,2,2,117,0,3,3,1,3,3,0,0,0,0,0,1,0
137,19,1,0,1,3,3,3,3,3,1,137,1,2,3,3,2,2,0,0,0,1,0,0,0
100,22,2,1,2,3,2,2,2,2,1,98,1,3,1,2,1,3,1,0,0,0,0,0,0
110,20,2,0,3,1,1,3,2,3,2,120,0,1,2,2,3,3,0,0,0,0,0,0,1
114,11,1,0,1,2,1,2,3,1,2,127,1,2,3,3,2,1,0,0,0,0,0,1,0
112,15,1,0,1,3,3,2,1,1,1,114,0,1,3,2,3,1,0,1,0,0,0,0,0
105,21,3,1,1,3,2,3,2,3,3,129,1,2,3,1,2,1,0,1,0,0,0,0,0
